Nome do Jogador	ID do Jogador	URL
Vitinho	445266	https://br.whoscored.com/players/445266/show/vitinho
Renato Kayzer	296479	https://br.whoscored.com/players/296479/show/renato-kayzer
Rodrigo	513490	https://br.whoscored.com/players/513490/show/rodrigo
Marcelo Hermes	255362	https://br.whoscored.com/players/255362/show/marcelo-hermes
Wilker Ángel	283009	https://br.whoscored.com/players/283009/show/wilker-%C3%A1ngel
Yannick Bolasie	69844	https://br.whoscored.com/players/69844/show/yannick-bolasie
Tobias Figueiredo	261974	https://br.whoscored.com/players/261974/show/tobias-figueiredo
Claudinho	513492	https://br.whoscored.com/players/513492/show/claudinho
Matheusinho	318247	https://br.whoscored.com/players/318247/show/matheusinho
Barreto	241825	https://br.whoscored.com/players/241825/show/barreto
Fellipe Mateus	513499	https://br.whoscored.com/players/513499/show/fellipe-mateus
Dudu	329404	https://br.whoscored.com/players/329404/show/dudu
Newton	471629	https://br.whoscored.com/players/471629/show/newton
Higor Meritão	491556	https://br.whoscored.com/players/491556/show/higor-merit%C3%A3o
Gustavo	101993	https://br.whoscored.com/players/101993/show/gustavo
Allano	281935	https://br.whoscored.com/players/281935/show/allano
Ronald	397897	https://br.whoscored.com/players/397897/show/ronald
Patrick de Paula	397850	https://br.whoscored.com/players/397850/show/patrick-de-paula
Alisson	321245	https://br.whoscored.com/players/321245/show/alisson
Miguel Trauco	97813	https://br.whoscored.com/players/97813/show/miguel-trauco
Arthur Caíke	130508	https://br.whoscored.com/players/130508/show/arthur-ca%C3%ADke
Jhonata Robert	384424	https://br.whoscored.com/players/384424/show/jhonata-robert
Yerson Candelo	445336	https://br.whoscored.com/players/445336/show/yerson-candelo
Walisson Maia	102254	https://br.whoscored.com/players/102254/show/walisson-maia
Jonathan	338378	https://br.whoscored.com/players/338378/show/jonathan
Marquinhos Gabriel	75971	https://br.whoscored.com/players/75971/show/marquinhos-gabriel
Felipe Vizeu	317654	https://br.whoscored.com/players/317654/show/felipe-vizeu
Éder	22377	https://br.whoscored.com/players/22377/show/%C3%A9der
Baltasar Barcia	472177	https://br.whoscored.com/players/472177/show/baltasar-barcia
Pedro Rocha	279479	https://br.whoscored.com/players/279479/show/pedro-rocha
Werik Popó	454771	https://br.whoscored.com/players/454771/show/werik-pop%C3%B3
João Carlos	513503	https://br.whoscored.com/players/513503/show/jo%C3%A3o-carlos
Eliédson	518258	https://br.whoscored.com/players/518258/show/eli%C3%A9dson
Eduardo Melo	513505	https://br.whoscored.com/players/513505/show/eduardo-melo
Giorgian de Arrascaeta	128627	https://br.whoscored.com/players/128627/show/giorgian-de-arrascaeta
Pedro	318475	https://br.whoscored.com/players/318475/show/pedro
Luiz Araújo	317743	https://br.whoscored.com/players/317743/show/luiz-ara%C3%BAjo
Guilherme Gomes	515797	https://br.whoscored.com/players/515797/show/guilherme-gomes
Nicolás de la Cruz	345389	https://br.whoscored.com/players/345389/show/nicol%C3%A1s-de-la-cruz
Gerson	242791	https://br.whoscored.com/players/242791/show/gerson
Alex Sandro	100995	https://br.whoscored.com/players/100995/show/alex-sandro
Wesley	429481	https://br.whoscored.com/players/429481/show/wesley
Felipe Teresa	520942	https://br.whoscored.com/players/520942/show/felipe-teresa
Everton	146760	https://br.whoscored.com/players/146760/show/everton
Gonzalo Plata	382206	https://br.whoscored.com/players/382206/show/gonzalo-plata
Matheus Cunha	429548	https://br.whoscored.com/players/429548/show/matheus-cunha
Bruno Henrique	279575	https://br.whoscored.com/players/279575/show/bruno-henrique
Erick Pulgar	117055	https://br.whoscored.com/players/117055/show/erick-pulgar
Michael	373530	https://br.whoscored.com/players/373530/show/michael
Ayrton Lucas	297581	https://br.whoscored.com/players/297581/show/ayrton-lucas
Matheus Gonçalves	445478	https://br.whoscored.com/players/445478/show/matheus-gon%C3%A7alves
Léo Ortiz	355684	https://br.whoscored.com/players/355684/show/l%C3%A9o-ortiz
Fabrício Bruno	317681	https://br.whoscored.com/players/317681/show/fabr%C3%ADcio-bruno
Guillermo Varela	145385	https://br.whoscored.com/players/145385/show/guillermo-varela
Agustín Rossi	303902	https://br.whoscored.com/players/303902/show/agust%C3%ADn-rossi
Carlos Alcaraz	391348	https://br.whoscored.com/players/391348/show/carlos-alcaraz
David Luiz	27586	https://br.whoscored.com/players/27586/show/david-luiz
Igor Jesus	441421	https://br.whoscored.com/players/441421/show/igor-jesus
Lorran	471043	https://br.whoscored.com/players/471043/show/lorran
Evertton Araújo	470938	https://br.whoscored.com/players/470938/show/evertton-ara%C3%BAjo
Léo Pereira	146761	https://br.whoscored.com/players/146761/show/l%C3%A9o-pereira
Werton	417968	https://br.whoscored.com/players/417968/show/werton
Matías Viña	397846	https://br.whoscored.com/players/397846/show/mat%C3%ADas-vi%C3%B1a
Gabriel Barbosa	130886	https://br.whoscored.com/players/130886/show/gabriel-barbosa
Allan	295838	https://br.whoscored.com/players/295838/show/allan
Carlinhos	328334	https://br.whoscored.com/players/328334/show/carlinhos
Victor Hugo	438188	https://br.whoscored.com/players/438188/show/victor-hugo
João Victor	520938	https://br.whoscored.com/players/520938/show/jo%C3%A3o-victor
Daniel Sales	471041	https://br.whoscored.com/players/471041/show/daniel-sales
Shola Ogundana	520941	https://br.whoscored.com/players/520941/show/shola-ogundana
Wallace Yan	472428	https://br.whoscored.com/players/472428/show/wallace-yan
Cleiton	426217	https://br.whoscored.com/players/426217/show/cleiton
Lucas Moura	92508	https://br.whoscored.com/players/92508/show/lucas-moura
Sabino	397496	https://br.whoscored.com/players/397496/show/sabino
Ferreira	384431	https://br.whoscored.com/players/384431/show/ferreira
Ruan Tressoldi	349496	https://br.whoscored.com/players/349496/show/ruan-tressoldi
Alisson	130449	https://br.whoscored.com/players/130449/show/alisson
Luciano	121009	https://br.whoscored.com/players/121009/show/luciano
Jonathan Calleri	133445	https://br.whoscored.com/players/133445/show/jonathan-calleri
Nahuel Ferraresi	402736	https://br.whoscored.com/players/402736/show/nahuel-ferraresi
Welington	389158	https://br.whoscored.com/players/389158/show/welington
Rafael	64096	https://br.whoscored.com/players/64096/show/rafael
Robert Arboleda	318478	https://br.whoscored.com/players/318478/show/robert-arboleda
William	509471	https://br.whoscored.com/players/509471/show/william
Luiz Gustavo	43369	https://br.whoscored.com/players/43369/show/luiz-gustavo
Pablo Maia	428259	https://br.whoscored.com/players/428259/show/pablo-maia
Diego Costa	383150	https://br.whoscored.com/players/383150/show/diego-costa
Igor Vinícius	373429	https://br.whoscored.com/players/373429/show/igor-vin%C3%ADcius
Erick	360373	https://br.whoscored.com/players/360373/show/erick
Jandrei	337814	https://br.whoscored.com/players/337814/show/jandrei
Michel Araújo	397584	https://br.whoscored.com/players/397584/show/michel-ara%C3%BAjo
Wellington Rato	402981	https://br.whoscored.com/players/402981/show/wellington-rato
Alan Franco	334966	https://br.whoscored.com/players/334966/show/alan-franco
Liziero	349213	https://br.whoscored.com/players/349213/show/liziero
Damián Bobadilla	445709	https://br.whoscored.com/players/445709/show/dami%C3%A1n-bobadilla
Marcos Antônio	383781	https://br.whoscored.com/players/383781/show/marcos-ant%C3%B4nio
André Silva	351703	https://br.whoscored.com/players/351703/show/andr%C3%A9-silva
Jamal Lewis	350138	https://br.whoscored.com/players/350138/show/jamal-lewis
Patryck	389161	https://br.whoscored.com/players/389161/show/patryck
Rodrigo Nestor	389163	https://br.whoscored.com/players/389163/show/rodrigo-nestor
João Moreira	439643	https://br.whoscored.com/players/439643/show/jo%C3%A3o-moreira
Rafinha	13755	https://br.whoscored.com/players/13755/show/rafinha
Giuliano Galoppo	352966	https://br.whoscored.com/players/352966/show/giuliano-galoppo
Juan	389154	https://br.whoscored.com/players/389154/show/juan
Rodriguinho	441925	https://br.whoscored.com/players/441925/show/rodriguinho
Santiago Longo	462993	https://br.whoscored.com/players/462993/show/santiago-longo
James Rodríguez	71182	https://br.whoscored.com/players/71182/show/james-rodr%C3%ADguez
Igão	531437	https://br.whoscored.com/players/531437/show/ig%C3%A3o
Ryan Francisco	521213	https://br.whoscored.com/players/521213/show/ryan-francisco
Young	439867	https://br.whoscored.com/players/439867/show/young
Henrique	518044	https://br.whoscored.com/players/518044/show/henrique
Ronaldo	299394	https://br.whoscored.com/players/299394/show/ronaldo
João Lucas	376939	https://br.whoscored.com/players/376939/show/jo%C3%A3o-lucas
Gabriel Vasconcelos	101657	https://br.whoscored.com/players/101657/show/gabriel-vasconcelos
Caíque	514437	https://br.whoscored.com/players/514437/show/ca%C3%ADque
Lucas Barbosa	436503	https://br.whoscored.com/players/436503/show/lucas-barbosa
Jádson	114096	https://br.whoscored.com/players/114096/show/j%C3%A1dson
Yan Souto	436564	https://br.whoscored.com/players/436564/show/yan-souto
Danilo Boza	417439	https://br.whoscored.com/players/417439/show/danilo-boza
Edson Carioca	448649	https://br.whoscored.com/players/448649/show/edson-carioca
Rodrigo Sam	279540	https://br.whoscored.com/players/279540/show/rodrigo-sam
Alan Ruschel	146674	https://br.whoscored.com/players/146674/show/alan-ruschel
Nenê	14195	https://br.whoscored.com/players/14195/show/nen%C3%AA
Erick Farias	468023	https://br.whoscored.com/players/468023/show/erick-farias
Mateus Claus	397836	https://br.whoscored.com/players/397836/show/mateus-claus
Ewerthon	403654	https://br.whoscored.com/players/403654/show/ewerthon
Jean Carlos	328510	https://br.whoscored.com/players/328510/show/jean-carlos
Gabriel Inocêncio	479765	https://br.whoscored.com/players/479765/show/gabriel-inoc%C3%AAncio
Luís Oyama	436623	https://br.whoscored.com/players/436623/show/lu%C3%ADs-oyama
Kleiton	426063	https://br.whoscored.com/players/426063/show/kleiton
Mandaca	416897	https://br.whoscored.com/players/416897/show/mandaca
Marcelinho	402835	https://br.whoscored.com/players/402835/show/marcelinho
Zé Marcos	383601	https://br.whoscored.com/players/383601/show/z%C3%A9-marcos
Gilberto	101698	https://br.whoscored.com/players/101698/show/gilberto
Gabriel Taliari	357902	https://br.whoscored.com/players/357902/show/gabriel-taliari
Ronie Carrillo	469885	https://br.whoscored.com/players/469885/show/ronie-carrillo
Lucas Freitas	409317	https://br.whoscored.com/players/409317/show/lucas-freitas
Diego Gonçalves	135223	https://br.whoscored.com/players/135223/show/diego-gon%C3%A7alves
Thiago Conti	357094	https://br.whoscored.com/players/357094/show/thiago-conti
Abner	513507	https://br.whoscored.com/players/513507/show/abner
Peixoto	525965	https://br.whoscored.com/players/525965/show/peixoto
Rildo	397582	https://br.whoscored.com/players/397582/show/rildo
David da Hora	439701	https://br.whoscored.com/players/439701/show/david-da-hora
Dudu Vieira	537102	https://br.whoscored.com/players/537102/show/dudu-vieira
Davi Góes	519097	https://br.whoscored.com/players/519097/show/davi-g%C3%B3es
Ruan	455082	https://br.whoscored.com/players/455082/show/ruan
Lucas Esteves	381686	https://br.whoscored.com/players/381686/show/lucas-esteves
Matheuzinho	280693	https://br.whoscored.com/players/280693/show/matheuzinho
Alerrandro	355714	https://br.whoscored.com/players/355714/show/alerrandro
Willean Lepo	358560	https://br.whoscored.com/players/358560/show/willean-lepo
Wagner Leonardo	373974	https://br.whoscored.com/players/373974/show/wagner-leonardo
Neris	317749	https://br.whoscored.com/players/317749/show/neris
Raúl Cáceres	87833	https://br.whoscored.com/players/87833/show/ra%C3%BAl-c%C3%A1ceres
Willian Oliveira	130887	https://br.whoscored.com/players/130887/show/willian-oliveira
Edu	382262	https://br.whoscored.com/players/382262/show/edu
Lucas Arcanjo	452638	https://br.whoscored.com/players/452638/show/lucas-arcanjo
Ricardo Ryller	352932	https://br.whoscored.com/players/352932/show/ricardo-ryller
Filipe Machado	320349	https://br.whoscored.com/players/320349/show/filipe-machado
Patric Calmon	479713	https://br.whoscored.com/players/479713/show/patric-calmon
Carlos Eduardo	280246	https://br.whoscored.com/players/280246/show/carlos-eduardo
Camutanga	442750	https://br.whoscored.com/players/442750/show/camutanga
Janderson	472422	https://br.whoscored.com/players/472422/show/janderson
Léo Naldi	518496	https://br.whoscored.com/players/518496/show/l%C3%A9o-naldi
Osvaldo	81716	https://br.whoscored.com/players/81716/show/osvaldo
Muriel	63780	https://br.whoscored.com/players/63780/show/muriel
Mateus Gonçalves	363101	https://br.whoscored.com/players/363101/show/mateus-gon%C3%A7alves
Luan Silva	360288	https://br.whoscored.com/players/360288/show/luan-silva
Iury Castilho	286785	https://br.whoscored.com/players/286785/show/iury-castilho
Caio Vinícius	363173	https://br.whoscored.com/players/363173/show/caio-vin%C3%ADcius
Zé Hugo	437414	https://br.whoscored.com/players/437414/show/z%C3%A9-hugo
Daniel Júnior	468008	https://br.whoscored.com/players/468008/show/daniel-j%C3%BAnior
Zeca	147833	https://br.whoscored.com/players/147833/show/zeca
Rodrigo Andrade	355658	https://br.whoscored.com/players/355658/show/rodrigo-andrade
Fábio	513516	https://br.whoscored.com/players/513516/show/f%C3%A1bio
Bruno Uvini	92894	https://br.whoscored.com/players/92894/show/bruno-uvini
Jean Mota	110601	https://br.whoscored.com/players/110601/show/jean-mota
Reynaldo	337262	https://br.whoscored.com/players/337262/show/reynaldo
Everaldo	360371	https://br.whoscored.com/players/360371/show/everaldo
Eryc Castillo	445442	https://br.whoscored.com/players/445442/show/eryc-castillo
Luiz Adriano	14105	https://br.whoscored.com/players/14105/show/luiz-adriano
Lawan	533251	https://br.whoscored.com/players/533251/show/lawan
Dudu	448652	https://br.whoscored.com/players/448652/show/dudu
Luis Miguel	533252	https://br.whoscored.com/players/533252/show/luis-miguel
Léo Gamalho	102175	https://br.whoscored.com/players/102175/show/l%C3%A9o-gamalho
Pablo	523271	https://br.whoscored.com/players/523271/show/pablo
José Breno	534214	https://br.whoscored.com/players/534214/show/jos%C3%A9-breno
Rodrigo Ely	97262	https://br.whoscored.com/players/97262/show/rodrigo-ely
Yeferson Soteldo	260689	https://br.whoscored.com/players/260689/show/yeferson-soteldo
Martin Braithwaite	73494	https://br.whoscored.com/players/73494/show/martin-braithwaite
Mathías Villasanti	344767	https://br.whoscored.com/players/344767/show/math%C3%ADas-villasanti
Cuiabano	472116	https://br.whoscored.com/players/472116/show/cuiabano
Agustín Marchesín	125622	https://br.whoscored.com/players/125622/show/agust%C3%ADn-marches%C3%ADn
Franco Cristaldo	149572	https://br.whoscored.com/players/149572/show/franco-cristaldo
Reinaldo	110930	https://br.whoscored.com/players/110930/show/reinaldo
Rodrigo Caio	102464	https://br.whoscored.com/players/102464/show/rodrigo-caio
Gustavo Nunes	492869	https://br.whoscored.com/players/492869/show/gustavo-nunes
Zé Guilherme	476466	https://br.whoscored.com/players/476466/show/z%C3%A9-guilherme
Miguel Monsalve	469349	https://br.whoscored.com/players/469349/show/miguel-monsalve
Walter Kannemann	125450	https://br.whoscored.com/players/125450/show/walter-kannemann
João Pedro	243212	https://br.whoscored.com/players/243212/show/jo%C3%A3o-pedro
Geromel	31975	https://br.whoscored.com/players/31975/show/geromel
Dodi	253963	https://br.whoscored.com/players/253963/show/dodi
Gustavo Martins	450865	https://br.whoscored.com/players/450865/show/gustavo-martins
Cristian Pavón	236295	https://br.whoscored.com/players/236295/show/cristian-pav%C3%B3n
Mayk	361476	https://br.whoscored.com/players/361476/show/mayk
Alexander Aravena	469277	https://br.whoscored.com/players/469277/show/alexander-aravena
Pepê	365617	https://br.whoscored.com/players/365617/show/pep%C3%AA
Caíque	318303	https://br.whoscored.com/players/318303/show/ca%C3%ADque
Rafael Cabral	74554	https://br.whoscored.com/players/74554/show/rafael-cabral
Felipe Carballo	446317	https://br.whoscored.com/players/446317/show/felipe-carballo
Fábio	44031	https://br.whoscored.com/players/44031/show/f%C3%A1bio
Natã Felipe	468012	https://br.whoscored.com/players/468012/show/nat%C3%A3-felipe
Edenílson	102256	https://br.whoscored.com/players/102256/show/eden%C3%ADlson
Du Queiroz	418966	https://br.whoscored.com/players/418966/show/du-queiroz
Igor	517833	https://br.whoscored.com/players/517833/show/igor
Diego Costa	24248	https://br.whoscored.com/players/24248/show/diego-costa
Nathan	142410	https://br.whoscored.com/players/142410/show/nathan
Matías Arezo	432210	https://br.whoscored.com/players/432210/show/mat%C3%ADas-arezo
João Pedro	86935	https://br.whoscored.com/players/86935/show/jo%C3%A3o-pedro
Everton Galdino	471046	https://br.whoscored.com/players/471046/show/everton-galdino
Alysson Edward	520919	https://br.whoscored.com/players/520919/show/alysson-edward
Nathan Fernandes	482467	https://br.whoscored.com/players/482467/show/nathan-fernandes
Ronald	475205	https://br.whoscored.com/players/475205/show/ronald
Marcao	448770	https://br.whoscored.com/players/448770/show/marcao
Guilherme Romão	453459	https://br.whoscored.com/players/453459/show/guilherme-rom%C3%A3o
Ronaldo	330555	https://br.whoscored.com/players/330555/show/ronaldo
Alejo Cruz	446364	https://br.whoscored.com/players/446364/show/alejo-cruz
Luiz Fernando	337976	https://br.whoscored.com/players/337976/show/luiz-fernando
Adriano Martins	514393	https://br.whoscored.com/players/514393/show/adriano-martins
Alix	441930	https://br.whoscored.com/players/441930/show/alix
